sensor_id,reference_weight,embedding_norm,campaigns_seen,median_training_gain_db,median_training_additive_noise_db,median_training_residual_std_db
Node1,0.25,0.5612583537017746,9,-0.5065455900254676,-70.92347749811447,-32.460720027172655
Node2,0.25,0.5709612239676329,9,-0.37015028131997285,-69.74003924871889,-32.4607206156894
Node3,0.25,0.9114151739751634,9,0.8561606587806432,-66.61789508229154,-32.46072664140755
Node5,0.25,0.6283628135618634,9,-0.2687180854713016,-66.06326637109447,-32.46072310377183
